lat,lon,inUS,Within 500mi of Riyadh,Distance_from_Riyadh(in mi),Within 500mi of Tokyo,Distance_from_Tokyo(in mi),Within 500mi of Mexico City,Distance_from_Mexico City(in mi),Within 500mi of Lima,Distance_from_Lima(in mi),Within 500mi of Reykjavik,Distance_from_Reykjavik(in mi),Within 500mi of Zurich,Distance_from_Zurich(in mi),Within 500mi of Sydney,Distance_from_Sydney(in mi)
31.476667,116.361946,N,N,"4,199.821",N,"1,373.803",N,"8,205.328",N,"10,845.269",N,"5,452.463",N,"5,390.882",N,"5,053.798"
31.47748,115.09361,N,N,"4,126.794",N,"1,444.691",N,"8,251.38",N,"10,887.067",N,"5,430.041",N,"5,341.338",N,"5,091.427"
31.4776,117.049,N,N,"4,239.297",N,"1,335.422",N,"8,179.827",N,"10,821.32",N,"5,464.28",N,"5,417.448",N,"5,033.943"
31.477776,115.79829,N,N,"4,167.374",N,"1,405.276",N,"8,225.897",N,"10,864.175",N,"5,442.519",N,"5,368.884",N,"5,070.434"
31.479815,113.76745,N,N,"4,050.263",N,"1,518.878",N,"8,298.178",N,"10,927.303",N,"5,405.895",N,"5,288.96",N,"5,131.979"
31.4799,118.136,N,N,"4,301.645",N,"1,274.763",N,"8,138.766",N,"10,781.74",N,"5,482.573",N,"5,459.143",N,"5,003.234"
31.484468,112.02225,N,N,"3,949.306",N,"1,616.586",N,"8,357.614",N,"10,974.405",N,"5,373.093",N,"5,219.2",N,"5,187.132"
31.485,118.199,N,N,"4,305.175",N,"1,271.139",N,"8,136.1",N,"10,779.121",N,"5,483.292",N,"5,461.287",N,"5,001.781"
31.487207,114.26578,N,N,"4,078.923",N,"1,490.812",N,"8,280.29",N,"10,912.116",N,"5,414.496",N,"5,308.277",N,"5,117.096"
31.4881,118.689,N,N,"4,333.204",N,"1,243.789",N,"8,117.2",N,"10,760.499",N,"5,491.25",N,"5,479.843",N,"4,988.352"
31.488476,111.76568,N,N,"3,934.401",N,"1,630.888",N,"8,365.96",N,"10,980.535",N,"5,367.966",N,"5,208.706",N,"5,195.592"
31.49319,114.01569,N,N,"4,064.408",N,"1,504.688",N,"8,288.752",N,"10,919.222",N,"5,409.554",N,"5,298.095",N,"5,125.116"
31.493532,113.07345,N,N,"4,009.986",N,"1,557.467",N,"8,321.433",N,"10,946.123",N,"5,392.197",N,"5,260.715",N,"5,154.378"
31.4978,118.509,N,N,"4,322.736",N,"1,253.587",N,"8,123.592",N,"10,766.808",N,"5,487.618",N,"5,472.465",N,"4,993.926"
31.49806,114.111084,N,N,"4,069.846",N,"1,499.241",N,"8,285.134",N,"10,916.101",N,"5,410.972",N,"5,301.614",N,"5,122.474"
31.4991,118.48,N,N,"4,321.054",N,"1,255.173",N,"8,124.633",N,"10,767.834",N,"5,487.049",N,"5,471.29",N,"4,994.81"
31.4992,117.998,N,N,"4,293.425",N,"1,282.018",N,"8,142.988",N,"10,785.818",N,"5,478.977",N,"5,452.842",N,"5,008.277"
31.5019,115.493,N,N,"4,149.445",N,"1,421.821",N,"8,235.659",N,"10,872.813",N,"5,435.537",N,"5,355.715",N,"5,080.935"
31.503,117.251,N,N,"4,250.506",N,"1,323.587",N,"8,170.925",N,"10,812.742",N,"5,466.06",N,"5,423.92",N,"5,029.684"
31.5054,116.876,N,N,"4,228.933",N,"1,344.463",N,"8,184.776",N,"10,825.872",N,"5,459.468",N,"5,409.311",N,"5,040.601"
31.505947,114.4758,N,N,"4,090.773",N,"1,478.651",N,"8,271.834",N,"10,904.641",N,"5,417.068",N,"5,315.593",N,"5,111.797"
31.506,118.238,N,N,"4,307.076",N,"1,268.494",N,"8,133.508",N,"10,776.543",N,"5,482.553",N,"5,461.677",N,"5,001.968"
31.5063,118.324,N,N,"4,312",N,"1,263.697",N,"8,130.214",N,"10,773.313",N,"5,483.971",N,"5,464.95",N,"4,999.588"
31.508364,94.06061,N,N,"2,899.424",N,"2,621.747",N,"8,810.023",N,"10,977.47",N,"4,981.582",N,"4,459.885",N,"5,851.407"
31.509584,113.566444,N,N,"4,038.249",N,"1,529.501",N,"8,303.513",N,"10,931.306",N,"5,400.251",N,"5,279.475",N,"5,139.951"
31.5106,118.589,N,N,"4,327.113",N,"1,248.845",N,"8,119.856",N,"10,763.106",N,"5,488.099",N,"5,474.845",N,"4,992.489"
31.511597,112.77841,N,N,"3,992.692",N,"1,573.618",N,"8,330.513",N,"10,953.044",N,"5,385.523",N,"5,248.046",N,"5,164.704"
31.5125,117.24,N,N,"4,249.727",N,"1,323.99",N,"8,170.83",N,"10,812.612",N,"5,465.244",N,"5,422.999",N,"5,030.572"
31.5132,117.15,N,N,"4,244.549",N,"1,328.997",N,"8,174.155",N,"10,815.776",N,"5,463.658",N,"5,419.491",N,"5,033.191"
31.5139,118.45,N,N,"4,319.097",N,"1,256.509",N,"8,125.003",N,"10,768.178",N,"5,485.569",N,"5,469.365",N,"4,996.545"
31.5147,115.623,N,N,"4,156.741",N,"1,414.273",N,"8,230.255",N,"10,867.834",N,"5,436.993",N,"5,360.132",N,"5,077.833"
31.5181,113.58168,N,N,"4,039.012",N,"1,528.466",N,"8,302.509",N,"10,930.356",N,"5,399.972",N,"5,279.643",N,"5,139.979"
31.523243,118.62013,N,N,"4,328.692",N,"1,246.827",N,"8,118",N,"10,761.258",N,"5,487.778",N,"5,475.367",N,"4,992.399"
31.5275,117.929,N,N,"4,289.022",N,"1,285.231",N,"8,144.106",N,"10,786.837",N,"5,475.942",N,"5,448.712",N,"5,011.935"
31.529797,111.586235,N,N,"3,923.486",N,"1,640.079",N,"8,369.565",N,"10,982.299",N,"5,361.85",N,"5,199.41",N,"5,203.759"
31.5298,116.588,N,N,"4,212.015",N,"1,360.01",N,"8,194.132",N,"10,834.525",N,"5,452.881",N,"5,396.89",N,"5,050.405"
31.53436,114.36356,N,N,"4,083.902",N,"1,484.326",N,"8,274.232",N,"10,906.368",N,"5,413.169",N,"5,309.712",N,"5,116.897"
31.5344,117.742,N,N,"4,278.19",N,"1,295.503",N,"8,150.808",N,"10,793.312",N,"5,472.33",N,"5,441.174",N,"5,017.626"
31.538618,111.31825,N,N,"3,907.858",N,"1,654.924",N,"8,377.912",N,"10,988.108",N,"5,356.154",N,"5,188.188",N,"5,212.929"
31.5393,116.502,N,N,"4,206.929",N,"1,364.607",N,"8,196.793",N,"10,836.952",N,"5,450.763",N,"5,393.062",N,"5,053.476"
31.53941,113.232475,N,N,"4,018.558",N,"1,547.579",N,"8,313.391",N,"10,938.921",N,"5,392.135",N,"5,264.699",N,"5,152.091"
31.5397,116.698,N,N,"4,218.185",N,"1,353.65",N,"8,189.534",N,"10,830.167",N,"5,454.131",N,"5,400.636",N,"5,047.811"
31.5414,118.308,N,N,"4,310.522",N,"1,263.801",N,"8,128.976",N,"10,772.038",N,"5,481.378",N,"5,462.494",N,"5,002.17"
31.5455,117.952,N,N,"4,290.056",N,"1,283.548",N,"8,142.283",N,"10,785.019",N,"5,475.138",N,"5,448.65",N,"5,012.381"
31.547304,113.77938,N,N,"4,050.024",N,"1,516.768",N,"8,294.004",N,"10,922.9",N,"5,401.682",N,"5,285.98",N,"5,135.581"
31.5478,115.817,N,N,"4,167.418",N,"1,402.708",N,"8,221.412",N,"10,859.554",N,"5,438.232",N,"5,365.988",N,"5,074.066"
31.5494,116.779,N,N,"4,222.69",N,"1,348.914",N,"8,186.014",N,"10,826.812",N,"5,454.889",N,"5,403.267",N,"5,046.052"
31.5506,117.088,N,N,"4,240.414",N,"1,331.634",N,"8,174.468",N,"10,815.908",N,"5,460.124",N,"5,415.146",N,"5,037.226"
31.551086,112.97433,N,N,"4,003.49",N,"1,561.8",N,"8,321.598",N,"10,945.319",N,"5,386.583",N,"5,253.84",N,"5,160.851"
31.5532,116.992,N,N,"4,234.863",N,"1,336.936",N,"8,177.903",N,"10,819.148",N,"5,458.305",N,"5,411.303",N,"5,040.14"
31.5537,115.953,N,N,"4,175.154",N,"1,394.976",N,"8,216.14",N,"10,854.704",N,"5,440.232",N,"5,370.981",N,"5,070.407"
31.554,117.169,N,N,"4,245.011",N,"1,327.038",N,"8,171.266",N,"10,812.852",N,"5,461.286",N,"5,418.094",N,"5,035.11"
31.5558,117.848,N,N,"4,283.932",N,"1,289.117",N,"8,145.671",N,"10,788.28",N,"5,472.704",N,"5,444.121",N,"5,015.933"
31.557,116.92,N,N,"4,230.671",N,"1,340.873",N,"8,180.375",N,"10,821.465",N,"5,456.816",N,"5,408.323",N,"5,042.441"
31.5572,118.796,N,N,"4,338.212",N,"1,236.272",N,"8,109.471",N,"10,752.783",N,"5,488.438",N,"5,480.279",N,"4,989.62"
31.557203,65.434296,N,N,"1,231.441",N,"4,180.169",N,"8,768.015",N,"9,698.62",N,"4,200.316",N,"3,146.745",N,"7,176.473"
31.5592,116.267,N,N,"4,193.125",N,"1,377.305",N,"8,204.36",N,"10,843.845",N,"5,445.362",N,"5,382.907",N,"5,061.523"
31.56055,118.48147,N,N,"4,320.152",N,"1,253.709",N,"8,121.348",N,"10,764.514",N,"5,483.001",N,"5,468.113",N,"4,998.514"
31.5619,116.384,N,N,"4,199.809",N,"1,370.708",N,"8,199.918",N,"10,839.717",N,"5,447.221",N,"5,387.31",N,"5,058.269"
31.5622,116.158,N,N,"4,186.815",N,"1,383.332",N,"8,208.191",N,"10,847.356",N,"5,443.261",N,"5,378.516",N,"5,064.894"
31.562668,66.5814,N,N,"1,295.988",N,"4,119.238",N,"8,788.126",N,"9,761.325",N,"4,233.62",N,"3,200.179",N,"7,119.228"
31.5646,117.255,N,N,"4,249.784",N,"1,322.005",N,"8,167.488",N,"10,809.212",N,"5,462.056",N,"5,420.857",N,"5,033.29"
31.5652,118.836,N,N,"4,340.371",N,"1,233.865",N,"8,107.515",N,"10,750.837",N,"5,488.568",N,"5,481.38",N,"4,989.009"
31.567068,112.44798,N,N,"3,972.861",N,"1,590.97",N,"8,338.601",N,"10,958.363",N,"5,375.707",N,"5,232.044",N,"5,178.378"
31.5692,118.588,N,N,"4,326.112",N,"1,247.583",N,"8,116.819",N,"10,760.04",N,"5,484.198",N,"5,471.722",N,"4,996.091"
31.570957,112.26634,N,N,"3,962.309",N,"1,601.072",N,"8,344.507",N,"10,962.814",N,"5,372.039",N,"5,224.588",N,"5,184.37"
31.5724,118.184,N,N,"4,302.925",N,"1,270.018",N,"8,132.06",N,"10,774.998",N,"5,477.251",N,"5,456.123",N,"5,007.515"
31.5727,115.468,N,N,"4,146.974",N,"1,421.69",N,"8,232.699",N,"10,869.541",N,"5,430.429",N,"5,351.079",N,"5,085.899"
31.5756,118.642,N,N,"4,329.1",N,"1,244.432",N,"8,114.416",N,"10,757.66",N,"5,484.67",N,"5,473.444",N,"4,994.989"
31.5766,117.012,N,N,"4,235.653",N,"1,335.307",N,"8,175.906",N,"10,817.149",N,"5,457.102",N,"5,410.856",N,"5,040.977"
31.5772,116.822,N,N,"4,224.737",N,"1,345.905",N,"8,182.928",N,"10,823.766",N,"5,453.794",N,"5,403.482",N,"5,046.484"
31.5779,118.731,N,N,"4,334.157",N,"1,239.425",N,"8,110.883",N,"10,754.164",N,"5,485.991",N,"5,476.713",N,"4,992.674"
31.579258,114.49827,N,N,"4,091.037",N,"1,475.825",N,"8,266.991",N,"10,899.622",N,"5,412.653",N,"5,312.711",N,"5,115.451"
31.58339,110.4972,N,N,"3,859.742",N,"1,700.047",N,"8,402.076",N,"11,003.637",N,"5,337.4",N,"5,152.803",N,"5,242.296"
31.5837,97.22304,N,N,"3,084.943",N,"2,443.764",N,"8,748.961",N,"11,038.219",N,"5,052.213",N,"4,594.777",N,"5,726.93"
31.5837,117.901,N,N,"4,286.531",N,"1,285.544",N,"8,142.19",N,"10,784.829",N,"5,471.75",N,"5,444.692",N,"5,016.134"
31.5874,117.463,N,N,"4,261.363",N,"1,309.896",N,"8,158.486",N,"10,800.522",N,"5,464.093",N,"5,427.676",N,"5,028.741"
31.588997,114.228195,N,N,"4,075.334",N,"1,490.743",N,"8,275.977",N,"10,907.191",N,"5,407.124",N,"5,301.572",N,"5,124.256"
31.59356,113.32143,N,N,"4,022.965",N,"1,541.449",N,"8,307.293",N,"10,933.146",N,"5,390.227",N,"5,265.469",N,"5,152.492"
31.593817,64.37161,N,N,"1,173.106",N,"4,235.176",N,"8,745.369",N,"9,639.147",N,"4,166.853",N,"3,095.485",N,"7,231.256"
31.5942,118.487,N,N,"4,319.929",N,"1,252.65",N,"8,119.368",N,"10,762.517",N,"5,480.863",N,"5,466.554",N,"5,000.411"
31.5946,116.941,N,N,"4,231.303",N,"1,338.88",N,"8,177.58",N,"10,818.642",N,"5,454.692",N,"5,407.175",N,"5,044.103"
31.597698,118.45323,N,N,"4,317.94",N,"1,254.453",N,"8,120.474",N,"10,763.599",N,"5,480.069",N,"5,465.081",N,"5,001.561"
31.5988,115.722,N,N,"4,161.205",N,"1,406.921",N,"8,222.088",N,"10,859.763",N,"5,433.197",N,"5,359.644",N,"5,079.921"
31.5992,118.12,N,N,"4,298.834",N,"1,272.991",N,"8,133.076",N,"10,775.931",N,"5,474.404",N,"5,452.268",N,"5,010.934"
31.600925,113.550545,N,N,"4,036.088",N,"1,528.454",N,"8,298.964",N,"10,926.238",N,"5,393.964",N,"5,274.178",N,"5,145.809"
31.6037,118.528,N,N,"4,322.123",N,"1,250.154",N,"8,117.303",N,"10,760.471",N,"5,480.915",N,"5,467.618",N,"4,999.855"
31.604,116.51,N,N,"4,206.415",N,"1,362.753",N,"8,193.012",N,"10,833.044",N,"5,446.63",N,"5,390.009",N,"5,057.13"
31.6087,115.586,N,N,"4,153.239",N,"1,414.317",N,"8,226.473",N,"10,863.637",N,"5,430.144",N,"5,353.826",N,"5,084.54"
31.608902,113.43751,N,N,"4,029.458",N,"1,534.621",N,"8,302.428",N,"10,928.956",N,"5,391.361",N,"5,269.29",N,"5,149.783"
31.6092,118.301,N,N,"4,309.041",N,"1,262.681",N,"8,125.67",N,"10,768.676",N,"5,476.77",N,"5,458.664",N,"5,006.492"
31.609426,114.31208,N,N,"4,079.885",N,"1,485.611",N,"8,271.894",N,"10,903.464",N,"5,407.302",N,"5,303.831",N,"5,122.903"
31.609648,114.11806,N,N,"4,068.699",N,"1,496.474",N,"8,278.699",N,"10,909.237",N,"5,403.766",N,"5,296.169",N,"5,128.844"
31.6104,115.689,N,N,"4,159.138",N,"1,408.518",N,"8,222.653",N,"10,860.178",N,"5,431.85",N,"5,357.757",N,"5,081.59"
31.6108,116.216,N,N,"4,189.424",N,"1,379.039",N,"8,203.439",N,"10,842.649",N,"5,441.067",N,"5,378.248",N,"5,066.108"
31.6117,117.869,N,N,"4,284.257",N,"1,286.711",N,"8,141.916",N,"10,784.486",N,"5,469.357",N,"5,441.997",N,"5,018.733"
31.613323,65.71013,N,N,"1,248.078",N,"4,163.877",N,"8,769.383",N,"9,712.369",N,"4,205.054",N,"3,157.298",N,"7,164.664"
31.614157,113.88013,N,N,"4,054.919",N,"1,509.708",N,"8,286.77",N,"10,915.955",N,"5,399.134",N,"5,286.543",N,"5,136.412"
31.614828,65.683,N,N,"1,246.592",N,"4,165.267",N,"8,768.791",N,"9,710.843",N,"4,204.168",N,"3,155.966",N,"7,166.078"
31.617222,113.82415,N,N,"4,051.649",N,"1,512.78",N,"8,288.551",N,"10,917.398",N,"5,397.91",N,"5,284.173",N,"5,138.315"
31.618137,111.17182,N,N,"3,898.391",N,"1,661.474",N,"8,378.16",N,"10,986.457",N,"5,348.153",N,"5,178.285",N,"5,222.261"
31.619,116.313,N,N,"4,194.875",N,"1,373.44",N,"8,199.441",N,"10,838.908",N,"5,442.217",N,"5,381.589",N,"5,063.766"
31.619898,113.9978,N,N,"4,061.624",N,"1,502.994",N,"8,282.341",N,"10,912.171",N,"5,400.904",N,"5,290.897",N,"5,133.134"
31.6218,115.91,N,N,"4,171.676",N,"1,395.913",N,"8,214.01",N,"10,852.249",N,"5,434.987",N,"5,365.778",N,"5,075.747"
31.6223,116.674,N,N,"4,215.556",N,"1,353.193",N,"8,185.979",N,"10,826.38",N,"5,448.261",N,"5,395.409",N,"5,053.475"
31.623985,114.38047,N,N,"4,083.622",N,"1,481.473",N,"8,268.679",N,"10,900.542",N,"5,407.583",N,"5,305.777",N,"5,121.68"
31.62519,65.05511,N,N,"1,211.774",N,"4,198.146",N,"8,756.479",N,"9,676.093",N,"4,185.1",N,"3,126.154",N,"7,197.968"
31.6268,117.573,N,N,"4,267.058",N,"1,302.894",N,"8,152.261",N,"10,794.41",N,"5,463.354",N,"5,429.845",N,"5,028.005"
31.628332,116.867226,N,N,"4,226.555",N,"1,342.268",N,"8,178.508",N,"10,819.343",N,"5,451.195",N,"5,402.567",N,"5,048.259"
31.6307,118.198,N,N,"4,302.802",N,"1,267.947",N,"8,128.453",N,"10,771.352",N,"5,473.624",N,"5,453.597",N,"5,010.67"
31.631681,118.01103,N,N,"4,292.079",N,"1,278.351",N,"8,135.489",N,"10,778.2",N,"5,470.424",N,"5,446.392",N,"5,015.958"
31.6329,117.051,N,N,"4,237.03",N,"1,331.904",N,"8,171.441",N,"10,812.658",N,"5,454.05",N,"5,409.425",N,"5,043.253"
31.6359,118.314,N,N,"4,309.36",N,"1,261.366",N,"8,123.769",N,"10,766.764",N,"5,475.218",N,"5,457.757",N,"5,007.755"
31.6361,116.35,N,N,"4,196.745",N,"1,371.004",N,"8,197.161",N,"10,836.688",N,"5,441.732",N,"5,382.136",N,"5,063.713"
31.63649,111.66716,N,N,"3,926.822",N,"1,633.306",N,"8,360.791",N,"10,973.624",N,"5,356.415",N,"5,197.27",N,"5,207.326"
31.638111,111.79091,N,N,"3,933.958",N,"1,626.331",N,"8,356.592",N,"10,970.516",N,"5,358.66",N,"5,202.152",N,"5,203.448"
31.6387,117.271,N,N,"4,249.559",N,"1,319.492",N,"8,162.934",N,"10,804.564",N,"5,457.43",N,"5,417.604",N,"5,037.31"
31.6402,117.205,N,N,"4,245.752",N,"1,323.145",N,"8,165.316",N,"10,806.822",N,"5,456.203",N,"5,414.983",N,"5,039.285"
31.641,117.905,N,N,"4,285.859",N,"1,284.06",N,"8,139.004",N,"10,781.584",N,"5,468.024",N,"5,441.842",N,"5,019.499"
31.642864,64.23982,N,N,"1,166.972",N,"4,240.618",N,"8,739.581",N,"9,630.702",N,"4,160.035",N,"3,087.264",N,"7,239.647"
31.648123,112.300995,N,N,"3,963.315",N,"1,597.514",N,"8,338.968",N,"10,957.127",N,"5,367.639",N,"5,222.061",N,"5,187.757"
31.648417,118.46189,N,N,"4,317.624",N,"1,252.847",N,"8,117.476",N,"10,760.574",N,"5,476.852",N,"5,462.745",N,"5,004.412"
31.652058,113.21843,N,N,"4,016.236",N,"1,545.994",N,"8,307.558",N,"10,932.447",N,"5,384.487",N,"5,258.397",N,"5,159.129"
31.6529,118.523,N,N,"4,321.049",N,"1,249.342",N,"8,114.908",N,"10,758.044",N,"5,477.571",N,"5,464.839",N,"5,002.993"
31.6536,65.65048,N,N,"1,245.604",N,"4,165.816",N,"8,765.652",N,"9,708.09",N,"4,200.892",N,"3,152.821",N,"7,169.111"
31.6552,117.463,N,N,"4,260.312",N,"1,308.414",N,"8,154.875",N,"10,796.809",N,"5,459.608",N,"5,424.131",N,"5,032.843"
31.656,116.973,N,N,"4,232.203",N,"1,335.76",N,"8,173.101",N,"10,814.112",N,"5,451.185",N,"5,405.211",N,"5,046.884"
31.6564,117.994,N,N,"4,290.714",N,"1,278.758",N,"8,134.826",N,"10,777.491",N,"5,468.502",N,"5,444.443",N,"5,017.937"
31.657438,111.49645,N,N,"3,916.686",N,"1,642.446",N,"8,365.238",N,"10,976.386",N,"5,351.795",N,"5,189.359",N,"5,214.032"
31.6603,116.791,N,N,"4,221.696",N,"1,345.836",N,"8,179.613",N,"10,820.21",N,"5,447.77",N,"5,397.956",N,"5,052.382"
31.66144,65.66098,N,N,"1,246.36",N,"4,165.024",N,"8,765.328",N,"9,708.469",N,"4,200.731",N,"3,152.984",N,"7,168.868"
31.6629,117.768,N,N,"4,277.669",N,"1,291.224",N,"8,143.01",N,"10,785.389",N,"5,464.265",N,"5,435.442",N,"5,024.683"
31.663,118.59,N,N,"4,324.72",N,"1,245.386",N,"8,111.819",N,"10,754.989",N,"5,478.014",N,"5,466.862",N,"5,001.757"
31.6637,117.087,N,N,"4,238.624",N,"1,329.226",N,"8,168.454",N,"10,809.687",N,"5,452.631",N,"5,409.208",N,"5,044.079"
31.669456,110.42299,N,N,"3,854.41",N,"1,702.423",N,"8,399.483",N,"10,999.665",N,"5,330.346",N,"5,145.483",N,"5,249.667"
31.6735,116.136,N,N,"4,183.898",N,"1,382.168",N,"8,202.97",N,"10,841.779",N,"5,435.534",N,"5,371.888",N,"5,072.207"
31.673822,113.87032,N,N,"4,053.536",N,"1,509.004",N,"8,283.791",N,"10,912.657",N,"5,395.036",N,"5,283.102",N,"5,140.227"
31.674398,112.81486,N,N,"3,992.649",N,"1,568.153",N,"8,320.099",N,"10,942.053",N,"5,375.534",N,"5,241.218",N,"5,173.063"
31.6754,118.483,N,N,"4,318.401",N,"1,251.075",N,"8,115.252",N,"10,758.346",N,"5,475.415",N,"5,462.131",N,"5,005.471"
31.6763,118.341,N,N,"4,310.263",N,"1,258.971",N,"8,120.613",N,"10,763.598",N,"5,472.992",N,"5,456.666",N,"5,009.464"
31.677256,114.03995,N,N,"4,063.264",N,"1,499.427",N,"8,277.681",N,"10,907.499",N,"5,397.903",N,"5,289.623",N,"5,135.224"
31.677382,112.90878,N,N,"3,998.031",N,"1,562.825",N,"8,316.732",N,"10,939.349",N,"5,377.086",N,"5,244.803",N,"5,170.29"
31.678398,117.73539,N,N,"4,275.559",N,"1,292.706",N,"8,143.415",N,"10,785.729",N,"5,462.689",N,"5,433.379",N,"5,026.542"
31.680084,95.254974,N,N,"2,968.984",N,"2,551.397",N,"8,778.789",N,"10,994.242",N,"4,999.53",N,"4,504.448",N,"5,811.001"
31.68119,118.49385,N,N,"4,318.929",N,"1,250.343",N,"8,114.534",N,"10,757.631",N,"5,475.212",N,"5,462.24",N,"5,005.524"
31.683764,113.839005,N,N,"4,051.595",N,"1,510.55",N,"8,284.328",N,"10,912.967",N,"5,393.811",N,"5,281.356",N,"5,141.776"
31.6848,117.63,N,N,"4,269.422",N,"1,298.45",N,"8,147.037",N,"10,789.189",N,"5,460.483",N,"5,429",N,"5,029.905"
31.685787,118.51008,N,N,"4,319.784",N,"1,249.338",N,"8,113.673",N,"10,756.778",N,"5,475.177",N,"5,462.617",N,"5,005.355"
31.686356,113.46584,N,N,"4,030.047",N,"1,531.41",N,"8,297.118",N,"10,923.46",N,"5,386.8",N,"5,266.459",N,"5,153.451"
31.6892,117.168,N,N,"4,242.879",N,"1,324.151",N,"8,164.076",N,"10,805.423",N,"5,452.332",N,"5,411",N,"5,043.301"
31.6915,117.456,N,N,"4,259.35",N,"1,308.018",N,"8,153.203",N,"10,795.07",N,"5,457.088",N,"5,421.964",N,"5,035.239"
31.692,116.722,N,N,"4,217.259",N,"1,349.011",N,"8,180.459",N,"10,820.824",N,"5,444.486",N,"5,393.638",N,"5,056.281"
31.6925,116.332,N,N,"4,194.87",N,"1,370.802",N,"8,194.774",N,"10,834.111",N,"5,437.697",N,"5,378.51",N,"5,067.623"
31.6935,118.576,N,N,"4,323.431",N,"1,245.494",N,"8,110.752",N,"10,753.895",N,"5,475.76",N,"5,464.723",N,"5,004.004"
31.6955,116.252,N,N,"4,190.233",N,"1,375.212",N,"8,197.54",N,"10,836.639",N,"5,436.106",N,"5,375.25",N,"5,070.135"
31.69585,114.49149,N,N,"4,089.013",N,"1,473.741",N,"8,260.79",N,"10,892.928",N,"5,404.864",N,"5,306.456",N,"5,122.557"
31.6965,116.462,N,N,"4,202.272",N,"1,363.448",N,"8,189.789",N,"10,829.478",N,"5,439.691",N,"5,383.341",N,"5,064.081"
31.699,118.09,N,N,"4,295.539",N,"1,272.473",N,"8,128.94",N,"10,771.667",N,"5,467.292",N,"5,445.883",N,"5,017.839"
31.7021,118.172,N,N,"4,300.183",N,"1,267.831",N,"8,125.67",N,"10,768.478",N,"5,468.46",N,"5,448.855",N,"5,015.738"
31.702713,114.207794,N,N,"4,072.582",N,"1,489.49",N,"8,270.39",N,"10,901.023",N,"5,399.28",N,"5,294.937",N,"5,131.594"
31.702953,118.50436,N,N,"4,319.183",N,"1,249.28",N,"8,112.989",N,"10,756.078",N,"5,473.944",N,"5,461.496",N,"5,006.56"
31.704721,112.25611,N,N,"3,959.993",N,"1,598.857",N,"8,337.267",N,"10,954.749",N,"5,363.09",N,"5,217.398",N,"5,192.473"
31.705067,113.70487,N,N,"4,043.574",N,"1,517.623",N,"8,287.802",N,"10,915.544",N,"5,389.959",N,"5,274.964",N,"5,147.16"
31.7063,117.826,N,N,"4,280.312",N,"1,287.044",N,"8,138.523",N,"10,780.924",N,"5,462.371",N,"5,435.392",N,"5,025.683"
31.707106,109.92265,N,N,"3,824.983",N,"1,729.723",N,"8,413.249",N,"11,007.441",N,"5,318.132",N,"5,123.329",N,"5,268.336"
31.7089,118.5,N,N,"4,318.839",N,"1,249.393",N,"8,112.842",N,"10,755.925",N,"5,473.478",N,"5,461.017",N,"5,007.043"
31.7102,117.969,N,N,"4,288.438",N,"1,278.979",N,"8,132.923",N,"10,775.5",N,"5,464.52",N,"5,440.665",N,"5,021.905"
31.710863,112.25818,N,N,"3,960.034",N,"1,598.614",N,"8,336.849",N,"10,954.314",N,"5,362.727",N,"5,217.17",N,"5,192.765"
31.7117,118.649,N,N,"4,327.314",N,"1,241.026",N,"8,107.007",N,"10,750.184",N,"5,475.763",N,"5,466.545",N,"5,003.101"
31.713259,113.3496,N,N,"4,022.984",N,"1,537.366",N,"8,299.619",N,"10,925.08",N,"5,382.894",N,"5,260.48",N,"5,158.636"
31.713654,113.610634,N,N,"4,038.027",N,"1,522.726",N,"8,290.588",N,"10,917.712",N,"5,387.668",N,"5,270.798",N,"5,150.574"
31.713823,61.622723,N,N,"1,026.532",N,"4,375.775",N,"8,679.715",N,"9,483.57",N,"4,078.344",N,"2,961.844",N,"7,374.802"
31.7157,115.922,N,N,"4,170.985",N,"1,393.241",N,"8,208.474",N,"10,846.487",N,"5,429.005",N,"5,361.382",N,"5,081.011"
31.716223,116.30285,N,N,"4,192.844",N,"1,371.927",N,"8,194.559",N,"10,833.753",N,"5,435.624",N,"5,376.147",N,"5,069.895"
31.716225,111.17509,N,N,"3,897.371",N,"1,659.26",N,"8,372.422",N,"10,980.141",N,"5,341.809",N,"5,173.476",N,"5,227.809"
31.716667,118.1,N,N,"4,295.833",N,"1,271.53",N,"8,127.628",N,"10,770.347",N,"5,466.29",N,"5,445.338",N,"5,018.633"
31.717716,118.35731,N,N,"4,310.537",N,"1,257.156",N,"8,117.811",N,"10,760.776",N,"5,470.519",N,"5,455.112",N,"5,011.534"
31.72,116.872,N,N,"4,225.439",N,"1,340.028",N,"8,173.411",N,"10,814.07",N,"5,445.221",N,"5,397.977",N,"5,053.644"
31.720121,118.48953,N,N,"4,318.061",N,"1,249.731",N,"8,112.651",N,"10,755.718",N,"5,472.56",N,"5,460.028",N,"5,008.017"
31.72091,118.48585,N,N,"4,317.838",N,"1,249.919",N,"8,112.75",N,"10,755.814",N,"5,472.447",N,"5,459.846",N,"5,008.167"
31.721172,114.1536,N,N,"4,069.206",N,"1,492.141",N,"8,271.266",N,"10,901.526",N,"5,397.084",N,"5,291.855",N,"5,134.338"
31.7215,117.603,N,N,"4,267.306",N,"1,299.163",N,"8,146.098",N,"10,788.157",N,"5,457.597",N,"5,426.043",N,"5,032.891"
31.7222,116.598,N,N,"4,209.691",N,"1,355.297",N,"8,183.404",N,"10,823.391",N,"5,440.35",N,"5,387.271",N,"5,061.682"
